Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.3592809998546,2.86541194612104,2.56155114232494,8.01979845814972
Vietnam,VNM,"International tourism, number of arrivals",ST.INT.ARVL,18009000,3837000,..,..
Vietnam,VNM,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Vietnam,VNM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Vietnam,VNM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Vietnam,VNM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,4.21257290991575,1.11360339593907,..,..
Vietnam,VNM,"Population, total",SP.POP.TOTL,95776716,96648685,97468029,98186856
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.77777777777777,-2.14700681990402,..,..
Virgin Islands (U.S.),VIR,"International tourism, number of arrivals",ST.INT.ARVL,2074000,8612000,..,..
Virgin Islands (U.S.),VIR,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Virgin Islands (U.S.),VIR,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Virgin Islands (U.S.),VIR,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Virgin Islands (U.S.),VIR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,106669,106290,105870,105413
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.36268746558062,-11.3184661065134,7.01198227592003,3.93297695999789
West Bank and Gaza,PSE,"International tourism, number of arrivals",ST.INT.ARVL,688000,93000,..,..
West Bank and Gaza,PSE,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
West Bank and Gaza,PSE,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,384000000,191000000,..,..
West Bank and Gaza,PSE,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,890000000,558000000,..,..
West Bank and Gaza,PSE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,4685306,4803269,4922749,5043612
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..
"Yemen, Rep.",YEM,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
"Yemen, Rep.",YEM,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
"Yemen, Rep.",YEM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
"Yemen, Rep.",YEM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
"Yemen, Rep.",YEM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,31546691,32284046,32981641,33696614
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.44130602603785,-2.78505506545167,4.59873403412685,4.74494249434159
Zambia,ZMB,"International tourism, number of arrivals",ST.INT.ARVL,1266000,502000,..,..
Zambia,ZMB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Zambia,ZMB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,819000000,412000000,..,..
Zambia,ZMB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,298000000,234000000,..,..
Zambia,ZMB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Zambia,ZMB,"Population, total",SP.POP.TOTL,18380477,18927715,19473125,20017675
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.33244640703352,-7.81695064681365,8.46801689759531,3.40000000028282
Zimbabwe,ZWE,"International tourism, number of arrivals",ST.INT.ARVL,2294000,639000,..,..
Zimbabwe,ZWE,"International tourism, number of departures",ST.INT.DPRT,3275000,..,..,..
Zimbabwe,ZWE,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,279000000,63000000,..,..
Zimbabwe,ZWE,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,204000000,135000000,..,..
Zimbabwe,ZWE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.41111480986314,1.25396727039381,..,..
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,15354608,15669666,15993524,16320537
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.08776541323668,-2.8886805752186,4.3349266905024,3.40485157732282
Africa Eastern and Southern,AFE,"International tourism, number of arrivals",ST.INT.ARVL,39826701.4025488,..,..,..
Africa Eastern and Southern,AFE,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Africa Eastern and Southern,AFE,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,22349177802.4615,..,..,..
Africa Eastern and Southern,AFE,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,8193743298.72561,..,..,..
Africa Eastern and Southern,AFE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,11.5902202928663,..,..,..
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,667242986,685112979,702977106,720839314
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.21240714716862,-0.927799548509384,3.98084832830041,3.76275849070853
Africa Western and Central,AFW,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Africa Western and Central,AFW,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Africa Western and Central,AFW,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Africa Western and Central,AFW,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,19668712945.0598,..,..,..
Africa Western and Central,AFW,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,4.22928350885586,..,..,..
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,454306063,466189102,478185907,490330870
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.37770318410186,-5.07259512082489,3.56360998164421,5.96274507818089
Arab World,ARB,"International tourism, number of arrivals",ST.INT.ARVL,142447574.174804,..,..,..
Arab World,ARB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Arab World,ARB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Arab World,ARB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,107426471910.749,..,..,..
Arab World,ARB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,11.083538741363,..,..,..
Arab World,ARB,"Population, total",SP.POP.TOTL,441467739,449228296,456520777,464684914
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.826853047283848,-9.17742361599343,5.76088120871994,12.5678069970797
Caribbean small states,CSS,"International tourism, number of arrivals",ST.INT.ARVL,19819087.2645395,..,..,..
Caribbean small states,CSS,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Caribbean small states,CSS,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Caribbean small states,CSS,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Caribbean small states,CSS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,7424102,7444768,7481877,7505478
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.93955067881519,-3.39210443789737,6.37858891370082,4.0480287873248
Central Europe and the Baltics,CEB,"International tourism, number of arrivals",ST.INT.ARVL,314638365.070248,..,..,..
Central Europe and the Baltics,CEB,"International tourism, number of departures",ST.INT.DPRT,136609000,..,..,..
Central Europe and the Baltics,CEB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,58435000000,..,..,..
Central Europe and the Baltics,CEB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,35383000000,..,..,..
Central Europe and the Baltics,CEB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,6.53254195407163,..,..,..
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,102398537,102180124,101410997,100648571
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.39026268694637,-4.14130243077683,6.90116870030646,5.50357712202376
Early-demographic dividend,EAR,"International tourism, number of arrivals",ST.INT.ARVL,369336988.869679,..,..,..
Early-demographic dividend,EAR,"International tourism, number of departures",ST.INT.DPRT,309162984.624182,..,..,..
Early-demographic dividend,EAR,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,226191916395.903,..,..,..
Early-demographic dividend,EAR,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,140041203563.366,..,..,..
Early-demographic dividend,EAR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,8.89171873369458,..,..,..
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3335463995,3375134276,3411889759,3447753080
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.96160041196157,-0.118957465259527,6.10273983291725,2.84612033930722
East Asia & Pacific,EAS,"International tourism, number of arrivals",ST.INT.ARVL,490804002.09165,..,..,..
East Asia & Pacific,EAS,"International tourism, number of departures",ST.INT.DPRT,415489956.286309,..,..,..
East Asia & Pacific,EAS,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,390157205568.673,..,..,..
East Asia & Pacific,EAS,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,495578206469.991,..,..,..
East Asia & Pacific,EAS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2353862257,2363941755,2370196777,2375143162
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.78289362760798,1.2999075706884,7.54858047585545,3.41120388289076
East Asia & Pacific (excluding high income),EAP,"International tourism, number of arrivals",ST.INT.ARVL,292842169.375777,..,..,..
East Asia & Pacific (excluding high income),EAP,"International tourism, number of departures",ST.INT.DPRT,210530956.276378,..,..,..
East Asia & Pacific (excluding high income),EAP,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,161226975164.562,..,..,..
East Asia & Pacific (excluding high income),EAP,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,328861776302.222,..,..,..
East Asia & Pacific (excluding high income),EAP,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2106391925,2116378687,2123628421,2129112126
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.78290781870838,1.29992481392813,7.54855452257297,3.41119779955478
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, number of arrivals",ST.INT.ARVL,289300101.805405,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, number of departures",ST.INT.DPRT,207926772.179593,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,161123794171.552,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,328156497188.401,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2080648616,2090523535,2097669023,2103055378
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.58398286920982,-6.13240579490683,5.3866715107778,3.48041902878602
Euro area,EMU,"International tourism, number of arrivals",ST.INT.ARVL,655573447.522239,..,..,..
Euro area,EMU,"International tourism, number of departures",ST.INT.DPRT,337838000,..,..,..
Euro area,EMU,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,356604200439.453,..,..,..
Euro area,EMU,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,288524899169.922,..,..,..
Euro area,EMU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.53088872700076,..,..,..
Euro area,EMU,"Population, total",SP.POP.TOTL,342452734,342913447,343067846,344519132
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.79895217149675,-5.59947455283667,5.97417041934843,3.13168211016279
Europe & Central Asia,ECS,"International tourism, number of arrivals",ST.INT.ARVL,1199188498.74821,..,..,..
Europe & Central Asia,ECS,"International tourism, number of departures",ST.INT.DPRT,740715759.48271,..,..,..
Europe & Central Asia,ECS,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,562893575128.54,..,..,..
Europe & Central Asia,ECS,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,513617398455.192,..,..,..
Europe & Central Asia,ECS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.91527801867123,..,..,..
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,921179725,923104113,923419216,920631231
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.24277687707001,-1.20638536708488,7.43216575093011,0.753253739938216
Europe & Central Asia (excluding high income),ECA,"International tourism, number of arrivals",ST.INT.ARVL,180880471.54687,..,..,..
Europe & Central Asia (excluding high income),ECA,"International tourism, number of departures",ST.INT.DPRT,174307497.882602,..,..,..
Europe & Central Asia (excluding high income),ECA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,70450632230.1129,..,..,..
Europe & Central Asia (excluding high income),ECA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,72724716986.6355,..,..,..
Europe & Central Asia (excluding high income),ECA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,8.2771849726553,..,..,..
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,399592320,400811771,401537489,397493238
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.64618943252808,-1.55506149749169,7.33964690367776,1.60618871405684
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, number of arrivals",ST.INT.ARVL,331546366.211299,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, number of departures",ST.INT.DPRT,230131574.320451,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,95970303471.53,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,83573218945.1383,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,7.9277850094375,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,460994696,462023771,462283493,457865503
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.80687983541381,-5.67234372393277,5.46860746545698,3.54026719491378
European Union,EUU,"International tourism, number of arrivals",ST.INT.ARVL,968873375.260994,..,..,..
European Union,EUU,"International tourism, number of departures",ST.INT.DPRT,468662306.320796,..,..,..
European Union,EUU,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,422329200439.453,..,..,..
European Union,EUU,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,340345899169.922,..,..,..
European Union,EUU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.67844597263195,..,..,..
European Union,EUU,"Population, total",SP.POP.TOTL,447367191,447692315,447179800,447956050
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.21367764927307,-4.40833204728324,1.93884215556788,1.09821653403274
Fragile and conflict affected situations,FCS,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Fragile and conflict affected situations,FCS,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Fragile and conflict affected situations,FCS,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Fragile and conflict affected situations,FCS,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,48837775892.216,..,..,..
Fragile and conflict affected situations,FCS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,8.28757382863025,..,..,..
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,957785553,979763631,1001814433,1019139254
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.16610452397641,0.196545361035305,3.90431023242108,4.52734074253662
Heavily indebted poor countries (HIPC),HPC,"International tourism, number of arrivals",ST.INT.ARVL,29134874.0028677,..,..,..
Heavily indebted poor countries (HIPC),HPC,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,15280851378.2028,..,..,..
Heavily indebted poor countries (HIPC),HPC,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,7970358585.08259,..,..,..
Heavily indebted poor countries (HIPC),HPC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,12.3108290190141,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,815100831,838066650,861156745,884288332
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.75664382774185,-4.24156262701875,5.33777336846764,2.80107589942898
High income,HIC,"International tourism, number of arrivals",ST.INT.ARVL,1522430052.79407,..,..,..
High income,HIC,"International tourism, number of departures",ST.INT.DPRT,1037956545.53865,..,..,..
High income,HIC,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,1036255629294.23,..,..,..
High income,HIC,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,861884420404.572,..,..,..
High income,HIC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,6.85620085482152,..,..,..
High income,HIC,"Population, total",SP.POP.TOTL,1236715327,1241726323,1241269526,1244899026
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.98817915901562,-1.31716655220828,7.42859247598942,3.51420170137789
IBRD only,IBD,"International tourism, number of arrivals",ST.INT.ARVL,852166955.667661,..,..,..
IBRD only,IBD,"International tourism, number of departures",ST.INT.DPRT,624278730.485044,..,..,..
IBRD only,IBD,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,421383064450.822,..,..,..
IBRD only,IBD,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,523034636079.578,..,..,..
IBRD only,IBD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
IBRD only,IBD,"Population, total",SP.POP.TOTL,4833831131,4867842440,4895306842,4914355242
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.97998786258856,-1.24912356885962,7.16699474116989,3.57307423121964
IDA & IBRD total,IBT,"International tourism, number of arrivals",ST.INT.ARVL,974462802.208958,..,..,..
IDA & IBRD total,IBT,"International tourism, number of departures",ST.INT.DPRT,819595044.687584,..,..,..
IDA & IBRD total,IBT,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,458641583811.988,..,..,..
IDA & IBRD total,IBT,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,554699335671.841,..,..,..
IDA & IBRD total,IBT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6554880543,6628068247,6695340280,6754326592
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.76953460378466,-1.38802587430091,5.07184588375691,4.53916278122742
IDA blend,IDB,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
IDA blend,IDB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
IDA blend,IDB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,8922376844.29394,..,..,..
IDA blend,IDB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,20045650221.545,..,..,..
IDA blend,IDB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,6.18709915410591,..,..,..
IDA blend,IDB,"Population, total",SP.POP.TOTL,570633332,582637127,595016031,607735968
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.82067234299861,0.399249248375597,3.04019136605316,4.13373955826376
IDA only,IDX,"International tourism, number of arrivals",ST.INT.ARVL,63144062.5081978,..,..,..
IDA only,IDX,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
IDA only,IDX,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,28405976080.6772,..,..,..
IDA only,IDX,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,11511721493.6914,..,..,..
IDA only,IDX,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,14.4666706524859,..,..,..
IDA only,IDX,"Population, total",SP.POP.TOTL,1150416080,1177588680,1205017407,1232235382
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.87934361764759,-0.412221912273111,3.95916957034177,4.31908740073608
IDA total,IDA,"International tourism, number of arrivals",ST.INT.ARVL,100914423.764227,..,..,..
IDA total,IDA,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
IDA total,IDA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,37066946846.8556,..,..,..
IDA total,IDA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,31831122899.5594,..,..,..
IDA total,IDA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,11.2195873090673,..,..,..
IDA total,IDA,"Population, total",SP.POP.TOTL,1721049412,1760225807,1800033438,1839971350
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.64690302427783,0.174728579177199,7.42193434278067,3.1978902016712
Late-demographic dividend,LTE,"International tourism, number of arrivals",ST.INT.ARVL,549832276.924528,..,..,..
Late-demographic dividend,LTE,"International tourism, number of departures",ST.INT.DPRT,409178637.306052,..,..,..
Late-demographic dividend,LTE,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,270344053274.83,..,..,..
Late-demographic dividend,LTE,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,468130345257.736,..,..,..
Late-demographic dividend,LTE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2309491804,2317278934,2321865172,2325466354
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.738665341287287,-6.45102217331687,6.73400964742605,3.75177837763057
Latin America & Caribbean,LCN,"International tourism, number of arrivals",ST.INT.ARVL,201856013.686497,..,..,..
Latin America & Caribbean,LCN,"International tourism, number of departures",ST.INT.DPRT,140808231.253266,..,..,..
Latin America & Caribbean,LCN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,102117110286.847,..,..,..
Latin America & Caribbean,LCN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,59777128924.6162,..,..,..
Latin America & Caribbean,LCN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,6.96463005599267,..,..,..
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,645295804,650534986,654980808,659311105
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.682193809654464,-6.33858172337604,6.50080324569879,3.60156709242401
Latin America & Caribbean (excluding high income),LAC,"International tourism, number of arrivals",ST.INT.ARVL,165233236.99443,..,..,..
Latin America & Caribbean (excluding high income),LAC,"International tourism, number of departures",ST.INT.DPRT,132353710.982741,..,..,..
Latin America & Caribbean (excluding high income),LAC,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,77533000000,..,..,..
Latin America & Caribbean (excluding high income),LAC,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,51957822301.8869,..,..,..
Latin America & Caribbean (excluding high income),LAC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.78230396361812,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,582701622,588011178,592503434,596596955
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.736702854075162,-6.35000521853721,6.93237846810415,3.73089282995038
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, number of arrivals",ST.INT.ARVL,172908916.919959,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, number of departures",ST.INT.DPRT,139218767.452109,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,81720834108.003,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,57099555586.5306,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,6.32313448045885,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,629515571,634680385,639188695,643602758
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.85978510371858,0.689791202858103,1.93053922113474,4.42782090752318
Least developed countries: UN classification,LDC,"International tourism, number of arrivals",ST.INT.ARVL,40176417.3590637,..,..,..
Least developed countries: UN classification,LDC,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Least developed countries: UN classification,LDC,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,21249466868.0696,..,..,..
Least developed countries: UN classification,LDC,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,9345737344.68183,..,..,..
Least developed countries: UN classification,LDC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,11.3977238537984,..,..,..
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1048193552,1073743450,1099568566,1125179454
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.9976455552538,-1.15633448328994,7.11302792075084,3.51707927614274
Low & middle income,LMY,"International tourism, number of arrivals",ST.INT.ARVL,814041186.104538,..,..,..
Low & middle income,LMY,"International tourism, number of departures",ST.INT.DPRT,743168143.155884,..,..,..
Low & middle income,LMY,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,428803949567.73,..,..,..
Low & middle income,LMY,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,540918204611.038,..,..,..
Low & middle income,LMY,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6476995208,6550746999,6618691904,6677948824
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.81860775973237,0.0189541904266974,1.77617820321348,3.50056585114842
Low income,LIC,"International tourism, number of arrivals",ST.INT.ARVL,17409971.529363,..,..,..
Low income,LIC,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
